State,Atmosphere,Crash Datetime,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Washington,Thunderstorm,18-02-2011 18:27,1,Urban-Principal Arterial-Interstate,33,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,18,5
West Virginia,Rain,18-02-2011 19:36,1,Urban-Minor Arterial,23,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,18,5
Wisconsin,Thunderstorm,25-01-2011 16:01,1,Urban-Minor Arterial,20,0,Persons on Personal Conveyances,No,White,Male,Fatal Injury (K),2011,1,25,2
Wyoming,Cloudy,18-05-2011 08:23,1,Rural-Minor Arterial,4,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,5,18,3
Wyoming,Cloudy,18-05-2011 00:40,1,Rural-Minor Arterial,29,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,5,18,3
Wyoming,Rain,18-05-2011 19:48,1,Rural-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,5,18,3
Alabama,Hail,16-01-2011 15:41,1,Rural-Local Road or Street,21,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,16,7
Alaska,Clear,26-07-2011 23:08,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,7,26,2
Alaska,Dust Storm,26-07-2011 18:20,1,Rural-Principal Arterial-Other,59,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,7,26,2
Arizona,Fog,30-01-2011 20:45,1,Urban-Minor Arterial,83,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,30,7
Arizona,Thunderstorm,30-01-2011 13:32,1,Urban-Minor Arterial,87,,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),2011,1,30,7
Arkansas,Cloudy,28-01-2011 03:19,1,Urban-Other Principal Arterial,44,,Pedestrian,Not Reported,Black,Male,Fatal Injury (K),2011,1,28,5
Arkansas,Dust Storm,28-01-2011 21:16,1,Urban-Other Principal Arterial,,,Driver of a Motor Vehicle In-Transport,Not Reported,,Unknown,Unknown,2011,1,28,5
California,Clear,03-01-2011 21:58,1,Urban-Collector,47,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,3,1
Colorado,Sleet,13-02-2011 11:50,1,Urban-Collector,40,0.22,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,13,7
Connecticut,Sleet,22-05-2011 20:42,2,Urban-Minor Arterial,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,22,7
Connecticut,Snow,22-05-2011 06:44,2,Urban-Minor Arterial,22,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,22,7
Hawaii,Fog,30-04-2011 14:30,2,Rural-Principal Arterial-Other,27,0.14,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,4,30,6
Idaho,Rain,14-05-2011 11:13,1,Rural-Principal Arterial-Interstate,67,0.06,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,14,6
Illinois,Clear,22-01-2011 01:03,1,Urban-Local Road or Street,16,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,22,6
Indiana,Snow,22-01-2011 19:19,1,Rural-Principal Arterial-Interstate,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6
Iowa,Thunderstorm,03-03-2011 07:15,1,Rural-Major Collector,50,0.28,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,3,4
Kentucky,Clear,30-01-2011 05:41,1,Rural-Minor Arterial,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,30,7
Kentucky,Thunderstorm,30-01-2011 02:42,1,Rural-Minor Arterial,27,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,30,7
Kentucky,Sleet,30-01-2011 06:06,1,Rural-Minor Arterial,57,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,30,7
Louisiana,Snow,20-01-2011 01:10,1,Rural-Principal Arterial-Other,44,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,20,4
Maine,Cloudy,15-06-2011 01:53,1,Rural-Minor Arterial,82,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,6,15,3
Maine,Fog,15-06-2011 11:37,1,Rural-Minor Arterial,86,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,6,15,3
Maryland,Thunderstorm,04-02-2011 14:43,1,Rural-Minor Arterial,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,4,5
Maryland,Cloudy,04-02-2011 11:42,1,Rural-Minor Arterial,44,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,4,5
Maryland,Cloudy,04-02-2011 19:25,1,Rural-Minor Arterial,44,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,4,5
Minnesota,Clear,21-02-2011 01:19,1,Urban-Principal Arterial-Interstate,46,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,21,1
Minnesota,Sleet,21-02-2011 09:09,1,Urban-Principal Arterial-Interstate,62,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,21,1
Mississippi,Thunderstorm,28-01-2011 12:37,1,Rural-Major Collector,39,0.14,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,28,5
Missouri,Sleet,14-01-2011 03:01,1,Urban-Collector,18,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,14,5
Montana,Windy,28-04-2011 04:56,1,Rural-Minor Arterial,50,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,28,4
Nebraska,Clear,01-04-2011 05:46,1,Rural-Local Road or Street,40,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,4,1,5
Nevada,Dust Storm,20-03-2011 07:28,1,Urban-Local Road or Street,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,3,20,7
New York,Windy,28-01-2011 00:46,1,Urban-Other Principal Arterial,43,0,Pedestrian,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,28,5
North Dakota,Cloudy,08-06-2011 05:09,1,Rural-Local Road or Street,43,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,6,8,3
North Dakota,Cloudy,08-06-2011 16:44,1,Rural-Local Road or Street,55,0,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,6,8,3
Oklahoma,Thunderstorm,31-01-2011 05:44,1,Rural-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,31,1
Pennsylvania,Thunderstorm,15-01-2011 15:04,1,Urban-Other Principal Arterial,64,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,15,6
South Carolina,Dust Storm,29-01-2011 06:57,1,Rural-Major Collector,39,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,29,6
South Dakota,Cloudy,03-07-2011 20:21,1,Rural-Minor Arterial,1,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,7,3,7
South Dakota,Hail,03-07-2011 15:01,1,Rural-Minor Arterial,31,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,7,3,7
South Dakota,Windy,03-07-2011 01:22,1,Rural-Minor Arterial,34,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,3,7
South Dakota,Hail,03-07-2011 05:47,1,Rural-Minor Arterial,60,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,7,3,7
Tennessee,Hail,16-01-2011 02:05,1,Rural-Principal Arterial-Interstate,29,0.13,Passenger of a Motor Vehicle In-Transport,No,,Male,Unknown,2011,1,16,7
Texas,Snow,05-01-2011 14:23,1,Rural-Principal Arterial-Other,53,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,5,3
Texas,Clear,05-01-2011 01:43,1,Rural-Principal Arterial-Other,84,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,5,3
Utah,Dust Storm,09-04-2011 13:04,1,Urban-Local Road or Street,18,0.11,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,4,9,6
Virginia,Dust Storm,30-01-2011 18:31,1,Rural-Major Collector,59,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,30,7
Washington,Sleet,18-02-2011 08:20,1,Rural-Principal Arterial-Other,22,0.23,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,18,5
Washington,Dust Storm,18-02-2011 16:35,1,Rural-Principal Arterial-Other,64,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,18,5
Wisconsin,Dust Storm,27-01-2011 15:11,1,Rural-Principal Arterial-Other,51,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,27,4
Wyoming,Snow,18-05-2011 07:35,1,Urban-Other Principal Arterial,21,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,5,18,3
Wyoming,Windy,18-05-2011 17:37,1,Urban-Other Principal Arterial,21,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,18,3
Alaska,Fog,04-08-2011 08:46,1,Rural-Principal Arterial-Interstate,4,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,8,4,4
Alaska,Windy,04-08-2011 22:07,1,Rural-Principal Arterial-Interstate,5,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,8,4,4
Alaska,Sleet,04-08-2011 20:14,1,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,8,4,4
Alaska,Sleet,04-08-2011 16:20,1,Rural-Principal Arterial-Interstate,38,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,8,4,4
Alaska,Hail,04-08-2011 14:17,1,Rural-Principal Arterial-Interstate,44,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,8,4,4
Alaska,Fog,04-08-2011 17:46,1,Rural-Principal Arterial-Interstate,61,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,8,4,4
Alaska,Snow,04-08-2011 04:46,1,Rural-Principal Arterial-Interstate,62,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,8,4,4
Arizona,Sleet,27-01-2011 10:31,1,Rural-Local Road or Street,32,0.13,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,27,4
Arkansas,Rain,28-01-2011 17:57,1,Rural-Principal Arterial-Other,16,,Pedestrian,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,28,5
California,Hail,04-01-2011 20:27,1,Rural-Principal Arterial-Other,39,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,4,2
Colorado,Clear,17-02-2011 20:02,5,Urban-Minor Arterial,7,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,17,4
Colorado,Clear,17-02-2011 10:52,5,Urban-Minor Arterial,10,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,17,4
Colorado,Sleet,17-02-2011 15:33,5,Urban-Minor Arterial,12,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,17,4
Colorado,Windy,17-02-2011 19:05,5,Urban-Minor Arterial,34,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,17,4
Connecticut,Dust Storm,28-05-2011 20:30,1,Urban-Principal Arterial-Interstate,27,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,5,28,6
Connecticut,Dust Storm,28-05-2011 23:41,1,Urban-Principal Arterial-Interstate,27,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,5,28,6
Delaware,Windy,07-05-2011 16:12,1,Rural-Principal Arterial-Other,35,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,5,7,6
Georgia,Dust Storm,15-01-2011 20:48,1,Urban-Collector,66,,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,15,6
Hawaii,Clear,05-05-2011 07:21,1,Urban-Principal Arterial-Other Freeways or Expressways,30,0.18,Driver of a Motor Vehicle In-Transport,Unknown,Japanese,Male,Fatal Injury (K),2011,5,5,4
Idaho,Hail,13-05-2011 13:23,1,Rural-Principal Arterial-Other,22,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,5,13,5
Illinois,Thunderstorm,29-01-2011 19:32,1,Urban-Principal Arterial-Interstate,28,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,29,6
Indiana,Clear,21-01-2011 23:39,1,Rural-Local Road or Street,36,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,21,5
Iowa,Snow,02-03-2011 03:48,1,Rural-Major Collector,2,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,3,2,3
Iowa,Snow,02-03-2011 23:42,1,Rural-Major Collector,67,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,2,3
Iowa,Clear,02-03-2011 09:43,1,Rural-Major Collector,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Unknown,No Injury (O),2011,3,2,3
Kansas,Windy,12-02-2011 02:49,1,Rural-Principal Arterial-Other,26,0.03,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,12,6
Kansas,Thunderstorm,12-02-2011 01:55,1,Rural-Principal Arterial-Other,37,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,12,6
Kansas,Sleet,12-02-2011 03:36,1,Rural-Principal Arterial-Other,40,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,12,6
Kentucky,Hail,30-01-2011 03:33,1,Rural-Major Collector,50,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,30,7
Louisiana,Windy,20-01-2011 14:46,1,Urban-Minor Arterial,28,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,20,4
Louisiana,Snow,20-01-2011 01:59,1,Urban-Minor Arterial,51,0.02,Driver of a Motor Vehicle In-Transport,Yes,,Male,Non-incapacitating Evident Injury (B),2011,1,20,4
Maryland,Snow,04-02-2011 07:58,1,Urban-Principal Arterial-Interstate,76,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,4,5
Michigan,Snow,23-01-2011 09:44,1,Urban-Collector,43,0.24,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,23,7
Minnesota,Fog,22-02-2011 20:50,1,Rural-Minor Arterial,37,,Driver of a Motor Vehicle In-Transport,Unknown,Other Asian or Pacific Islander,Female,Fatal Injury (K),2011,2,22,2
Mississippi,Windy,29-01-2011 00:50,1,Rural-Major Collector,34,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,29,6
Missouri,Clear,22-01-2011 11:28,1,Urban-Minor Arterial,19,0.21,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,22,6
Missouri,Hail,22-01-2011 04:34,1,Urban-Minor Arterial,45,0,Pedestrian,Not Reported,Black,Male,Fatal Injury (K),2011,1,22,6
Nebraska,Thunderstorm,03-04-2011 13:34,1,Rural-Minor Arterial,46,0.34,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,3,7
New Jersey,Rain,30-01-2011 12:36,1,Urban-Collector,23,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,30,7
New Mexico,Hail,05-03-2011 08:48,1,Rural-Principal Arterial-Other,41,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,5,6
Ohio,Hail,11-02-2011 06:32,1,Urban-Local Road or Street,20,0,Driver of a Motor Vehicle In-Transport,Yes,,Male,No Injury (O),2011,2,11,5
Oklahoma,Fog,06-02-2011 13:48,1,Rural-Principal Arterial-Other,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,6,7
Oklahoma,Windy,06-02-2011 00:41,1,Rural-Principal Arterial-Other,36,0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,6,7
Oklahoma,Dust Storm,06-02-2011 07:42,1,Rural-Principal Arterial-Other,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,6,7
Pennsylvania,Thunderstorm,01-01-2011 10:15,1,Urban-Collector,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,1,6
Pennsylvania,Clear,01-01-2011 00:52,1,Urban-Collector,46,0.15,Driver of a Motor Vehicle In-Transport,Yes,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Rhode Island,Snow,10-08-2011 06:39,1,Urban-Principal Arterial-Other Freeways or Expressways,27,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,8,10,3
South Carolina,Cloudy,29-01-2011 11:06,1,Rural-Unknown Rural,45,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,29,6
South Carolina,Hail,29-01-2011 11:14,1,Rural-Unknown Rural,50,0.33,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,29,6
South Dakota,Windy,07-07-2011 22:01,1,Urban-Minor Arterial,52,0,Driver of a Motor Vehicle In-Transport,Unknown,,Female,No Injury (O),2011,7,7,4
Tennessee,Thunderstorm,17-01-2011 15:47,1,Rural-Minor Collector,21,0,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Possible Injury (C),2011,1,17,1
Tennessee,Clear,17-01-2011 17:51,1,Rural-Minor Collector,34,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,1,17,1
Texas,Clear,05-01-2011 07:18,1,Rural-Local Road or Street,54,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,5,3
Utah,Windy,21-04-2011 11:51,1,Rural-Local Road or Street,62,0.11,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,21,4
Vermont,Rain,24-09-2011 02:25,1,Rural-Major Collector,42,0.19,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,9,24,6
Virginia,Cloudy,31-01-2011 11:48,1,Urban-Minor Arterial,35,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,31,1
Virginia,Clear,31-01-2011 16:01,1,Urban-Minor Arterial,46,0.22,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,31,1
Washington,Snow,19-02-2011 03:59,1,Rural-Principal Arterial-Other,62,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,19,6
West Virginia,Rain,19-02-2011 11:00,1,Urban-Minor Arterial,21,0,Pedestrian,Yes,White,Male,Fatal Injury (K),2011,2,19,6
West Virginia,Fog,19-02-2011 11:44,1,Urban-Minor Arterial,40,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,19,6
Wisconsin,Clear,29-01-2011 13:17,1,Rural-Major Collector,25,0,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,29,6
Wyoming,Cloudy,19-05-2011 14:53,1,Urban-Collector,19,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,5,19,4
Wyoming,Dust Storm,19-05-2011 09:12,1,Urban-Collector,20,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,5,19,4
Wyoming,Fog,19-05-2011 02:46,1,Urban-Collector,30,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,5,19,4
Alabama,Clear,18-01-2011 01:23,1,Rural-Minor Arterial,50,0.39,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,18,2
Arizona,Dust Storm,12-01-2011 22:43,1,Urban-Minor Arterial,25,0.25,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),2011,1,12,3
Colorado,Hail,19-02-2011 07:39,1,Urban-Other Principal Arterial,51,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,19,6
Connecticut,Thunderstorm,03-06-2011 22:45,1,Rural-Minor Arterial,27,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,6,3,5
Delaware,Fog,16-05-2011 17:42,1,Urban-Other Principal Arterial,70,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,16,1
Florida,Hail,22-01-2011 02:40,1,Rural-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,22,6
Florida,Cloudy,22-01-2011 23:56,1,Rural-Minor Arterial,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Florida,Snow,22-01-2011 12:01,1,Rural-Minor Arterial,19,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,22,6
Florida,Windy,22-01-2011 13:29,1,Rural-Minor Arterial,21,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,22,6
